,Message,Tag
170,"6000 تومان اعتبارمکالمه  ایرانسلی  30روزه تنها باخریدبسته600تومانی-
*4444*1*4#",Spam
171,"پيشنهاد شگفت انگيز
تا حالا شده تا 90% هزینه خریداتو کم کنی؟
هر روز 3 پیشنهاد شگفت انگیز با ارسال 1 و عضویت درسرویس کافه تخفیف
120تومان",Spam
172,"هدیه شارژ ۱۰۰۰ تومانی به مناسبت دهه فجر
*رایگان و مهلت محدود*
امروز با ارسال ۱
عضویت سرویس یوروزون
پیامیصد و بیست تومن",Spam
173,بهاره رهنما هرروز یک پیام خصوصی، نکته آموزشی و مصاحبه برات داره! همین حالا با ارسال رایگان 1 ببین,Spam
174,"*جين وست*
فقط ويژه اعضا با كارت
10%تخفيف بيشتردرحراج تا70%
تمديدتاجمعه",Spam
175,"سلام 
شارژ هدیه 1000 تومانی امروزبه سیمکارت شما اختصاص یافته 
با ارسال1 
بانصب وعضویت دربازی سرنخ 
روزی300تومان فقط امروز 1000نفر اول",Spam
176,"6000 تومان اعتبارمکالمه  ایرانسلی  30روزه تنها باخریدبسته600تومانی-
*4444*1*4#",Spam
177,"برنامه 35، ویژه برنامه جشنواره فیلم فجر امشب ساعت 23:00
بااجرای فریدون جیرانی 
وباحضور سحر دولتشاهی 
پخش اختصاصی فقط درلنز 
با اینترنت رایگان ایرانسل ببینید!
دانلودرایگان اپلیکیشن http://i3l.ir/getlenz",Spam
178,"عدد جایزه ات رو ارسال کن 
1.ولووS60 
2.سفربه اسپانیا 
3.توپ و تی شرت اصل 
4.همه موارد 
عضو سرویس مدرسه لالیگا و قرعه کشی شو! 
روزی 150تومن",Spam
179,"برنامه 35، ویژه برنامه جشنواره فیلم فجر امشب ساعت 23:00
با اجرای فریدون جیرانی
و با حضور  ؛ مهران احمدی،رضا عطاران،محمود رضوی و محمدعلی باشه آهنگر
پخش اختصاصی فقط در لنز
با اینترنت رایگان ایرانسل ببینید! 
لینک دانلود رایگان اپلیکیشن http://i3l.ir/getlenz",Spam
180,"برنامه 35، ویژه برنامه جشنواره فیلم فجر امشب ساعت 23:00
با اجرای فریدون جیرانی
و با حضور  ؛ مهناز افشار،محسن کیایی و مصطفی کیایی
پخش اختصاصی فقط در لنز
با اینترنت رایگان ایرانسل ببینید! 
لینک دانلود رایگان اپلیکیشن http://i3l.ir/getlenz",Spam
181,بهاره رهنما هرروز یک پیام خصوصی، نکته آموزشی و مصاحبه برات داره! همین حالا با ارسال رایگان 1 دریافت کن,Spam
182,"1000 تومن شارژ رایگان به شماره 9373773307اختصاص داده شده است *فقط امروز* 
دریافت:ارسال عدد1 
دراپ فیلسین 
اشتراک:روزی 300تومان",Spam
183,"1000تومن شارژ رایگان 
و 
جوایزایرانسل-لالیگا 
ولووS60 
سفر به اسپانیا 
با ارسال1 
با دعوت ازسه دوست 
اشتراک اپ شوتبال 
پیامی300تومن",Spam
184,"دوستت رو به ایرانسل من دعوت کن و 1 گیگ اینترنت 1 روزه هدیه بگیر 
فقط کافیه شماره دوستت رو در قسمت «جایزه دعوت ازدوستان»وارد کنی",Spam
185,"به مناسبت دهه فجر،۱۰۰۰تومن شارژ به شماره9373773307امروز هدیه داده می شود 
فعالسازی سرویس بلیط طلایی ودریافت
شارژ با ارسال1
120 تومن",Spam
186,"1000 تومن شارژ رایگان به شماره 9373773307اختصاص داده شده است *فقط امروز* 
دریافت:ارسال عدد1 
اپ سیتک 
اشتراک:روزی سیصدتومن",Spam
187,"اگر دوست ایرانسلیتان بیش از ۱ ماه از اینترنت همراه استفاده نکرده، شماره‌اش را به ۳۱۳۰ پیامک کنید تا هر دو 1 گیگ اینترنت 1 روزه هدیه بگیرید 
http://Irancell.ir/promo",Spam
188,ارسال شارژهدیه به دوستانتان با شمارگیری #1*142*,Spam
189,"ده برابر اعتبار مکالمه ایرانسلی با شماره گیری 
*4444*1#",Spam
190,"بسته های اینترنت همراه مطابق با الگوی مصرف شما و مقرون به صرفه تر از همه بسته ها 
مشاهده و خرید با شماره گیری 
*4444*2#",Spam
191,"2000تومن شارژ رایگان 
و 
قرعه کشی ولووS60 
با ارسال1
و دعوت شش دوست
عضویت در قرعه کشی لالیگا و
سرویس مدرسه لالیگا 
پیامی صدوپنجاه تومن",Spam
192,هرروزدراپلیکیشن ایرانسل من،واردقسمت«تکان شگفت انگیز»شویدوباتکان دادن گوشیتان، بسته‌های پیامک،تماس،اینترنت یاکدتخفیف خریدازفروشگاه های اینترنتی،برنده شوید!,Spam
193,"جشنواره شگفت انگیز فجر
طرح بزرگ اهدای شارژ1000تومنی به تمامی مشترکین
تنهاامروزباارسال عدد1 و اشتراک سرویس ایران من شارژشوید 
120تومان",Spam
194,زندگی خود را شفا دهید. سرویس شفای زندگی شماره 1 رو به 737136 ارسال کن قیمت 100 تومان,Spam
195,"ویدیوهای نایاب و دیدنی سینمای ایران دراپلیکیشن فیلسین ویدیو 
دریافت شارژ 1000 تومنی و عضویت فقط امروز با ارسال 1 
روزانه 300 تومان ",Spam
196,"دوست داری بری اسپانیا، 
جنگ رونالدو و مسی در ال کلاسیکو رو تماشا کنی؟ 
ارسال1 

برای عضویت در قرعه کشی و 
اپ شوتبال روزی سیصدتومن",Spam
197,"*جين وست*
فقط ويژه اعضا با كارت
10%تخفيف بيشتردرحراج تا70%
Blue: 8-12%
Silver: 15%
Gold: 20%
خريدآنلاين:
Banimode.com",Spam
198,"عدد جایزه ات رو ارسال کن 
1.ولووS60 
2.سفربه اسپانیا 
3.توپ و تی شرت اصل 
4.همه موارد 
عضو سرویس مدرسه لالیگا و قرعه کشی شو! 
روزی 150تومن",Spam
199,"قسمت پنجم «استندتاپ»، بزرگترین مسابقه استندآپ کمدی ایران را به صورت رایگان تنها در لنز دنبال کنید! 
لینک دانلود رایگان اپلیکیشن http://i3l.ir/getlenz ",Spam
200,بهاره رهنما هرروز یک پیام خصوصی، نکته آموزشی و مصاحبه برات داره همین حالا با ارسال رایگان 1 ببین,Spam
201,"موجودی کارت بانکی
خدمت جدید اپلیکیشن هف هشتاد
هر خریدشارژ،بسته=۵شانس قرعه کشی ۲۰۶
مخصوص کاربران اپلیکیشن
دانلود:
‏http://app.780.ir",Spam
202,"پخش زنده و اختصاصی آرسنال-اورتون امشب ساعت 21:00، با گزارشگر اختصاصی در «لنزاسپرت» 
وب سایت لنز اسپرت http://lenzsport.tv 
کانال رسمی لنزاسپرت در تلگرام https://t.me/lenzSport ",Spam
203,"مبلغ ۵٬۵۰۰ تومان
بابت فرش لند
پرداخت فرمایید:
https://bahamta.com/9975/37-638558

فرستنده: محمد امین فر هنگ
09025121024",Spam
204,"ولووS60 
و 
سفربه اسپانیا 
با ارسال عدد 

7برای رئالی ها 
10برای بارسایی ها 

عضویت در قرعه کشی و بات تلگرامی طرفداری 
روزی300تومن",Spam
205,"بسته ویژه 2گیگابایتی، 
5000تومان 
خرید از
*5#
مهلت استفاده تاپایان22بهمن",Spam
206,ویدئوهای اختصاصی از زندگی فوتبالیست‌ها، کامیابی نیا،رحمتی،مسلمان و ... برای دنبال کردن سبک زندگی بازیکن مورد علاقه‌ات ا با ارسال رایگان 1 شروع کن سیصدتومن‌روزانه,Spam
207,"آخر هفته ای شاد با لنز 
استند تاپ، سورپرایز شو را فقط در لنز ببینید 
لینک دانلود رایگان اپلیکیشن http://i3l.ir/getlenz ",Spam
208,"2000تومن شارژ رایگان برای لالیگایی ها 
و 
قرعه کشی ولووS60 
با ارسال1 
و دعوت شش دوست 
اشتراک سرویس مدرسه لالیگا پیامی صدوپنجاتومن",Spam
209,"خودرو ولووS60
و
سفربه اسپانیا برنده شو!
باارسال عدد 
7برای رئالی ها 
10برای بارسایی ها
عضویت در قرعه کشی 
و اپ جام برتر 
روزی سیصدتومن",Spam
210,اعتبارشماروبه پایان است.درخواست هزینه تماس ازمخاطب با #شماره مقصد*704*,Spam
211,"«استندتاپ»، بزرگترین مسابقه استندآپ کمدی ایران را به صورت رایگان تنها در لنز دنبال کنید! 
لینک دانلود رایگان اپلیکیشن http://i3l.ir/getlenz ",Spam
212,"اگر دوست ایرانسلیتان بیش از ۱ ماه از اینترنت همراه استفاده نکرده، شماره‌اش را به ۳۱۳۰ پیامک کنید تا هر دو 1 گیگ اینترنت 1 روزه هدیه بگیرید 
http://Irancell.ir/promo",Spam
213,"با هر بار شارژ 2هزارتومان وبالاتر، معادل شارژ خریداری شده، اعتبارمکالمه ایرانسلی رایگان بگیرید.
http://Irancell.ir/promo",Spam
214,ویدئوهای اختصاصی از روزمرّگی هنرمندان و فوتبالیست‌ها. کامیابی نیا،رحمتی،غفوریان،ژوله و... برای دنبال کردن سبک زندگی بازیگرا با ارسال رایگان 1 شروع کن,Spam
215,"بسته ویژه 2گیگابایتی، 
5000تومان 
خرید 
*5#
مهلت استفاده تاپایان13بهمن",Spam
216,ویدئوهای اختصاصی از روزمرّگی هنرمندان و فوتبالیست‌ها. کامیابی نیا، رحمتی، غفوریان، ژوله و ..  برای دنبال کردن سبک زندگی بازیگرا با ارسال رایگان 1 شروع کن سیصدتومن‌روزانه,Spam
217,"با اشتراک روزانه در لنز تنها با 400 تومان نامحدود فیلم تماشا کنید 
ارثیه پدری،ظهور سیاره میمون ها،لانه خرگوش و... 
لینک دانلود رایگان اپلیکیشن http://i3l.ir/getlenz 
کانال رسمی لنز در تلگرام: http://t.me/lenz_IPTV ",Spam
218,"1000تومن شارژرایگان به
شماره9373773307اختصاص داده شده است
امروز
دریافت:باارسال2
با دعوت از3نفر
اپ گام های طلایی
اشتراک:روزی سیصدتومن",Spam
219,اعتبارشماروبه پایان است.درخواست هزینه تماس ازمخاطب با #شماره مقصد*704*,Spam
220,"قسمت دوم ""استندتاپ""بزرگترین مسابقه استندآپ کمدی ایران به طور اختصاصی در لنز 
با قضاوت مهراب قاسم خانی،الیکا عبدالرزاقی،علی مسعودی و مریم سعادت 
با اینترنت رایگان ایرانسل تماشا کنید 
لینک دانلود رایگان اپلیکیشن http://i3l.ir/getlenz 
کانال رسمی لنز در تلگرام: http://t.me/lenz_IPTV ",Spam
221,"KOTON
حراج پايان فصل تا50%تخفيف
ادامه دارد
t.me/kotoniran",Spam
222,"*جين وست*
درحراج تا70%
باخريد2شلوار+1شلوار هديه
فقط5روز
banimode.com",Spam
223,"دیجی‌کالا
تنها چند ساعت تا پایان جشنواره تولد،
تخفیف تا ۸۵%
كد تخفیف ویژه شما در لینك زیر
http://dgka.la/brt4",Spam
224,"دوستت رو به ایرانسل من دعوت کن و1گیگ اینترنت1روزه هدیه بگیر 
فقط کافیه شماره دوستت رو در قسمت «جایزه دعوت ازدوستان»وارد کن",Spam
225,00دقیقه تماس هدیه با1دقیقه تماس.درصورت استفاده پیام رانادیده بگیرید,Spam
226,100دقیقه تماس هدیه با1دقیقه تماس.درصورت استفاده پیام رانادیده بگیرید,Spam
227,"4دوربین کانن جایزه مسابقه فوتبالنز 
ازخود یاازجمع فوتبالیتان فیلم وعکس بگیرید 
وباهشتگ #فوتبالنز به اشتراک بگذارید 
https://i3l.ir/l",Spam
228,100دقیقه تماس هدیه با1دقیقه تماس.درصورت استفاده پیام رانادیده بگیرید,Spam
229,"فقط امروزباخرید پیشوازهای شب قدر
بن تخفیف خرید15هزارتومنی برای همه
ارسال کدبه7575
شب تقديرزمين/بذری/33
بحق هذالقرآن/شفیعی/34
300تومن",Spam
230,اعتبارشماروبه پایان است.درخواست هزینه تماس ازمخاطب با #شماره مقصد*704*,Spam
231,"مشترک عزیز 989334581371،
اعتبار بسته یکماهه 3 گیگ تمام روز شما تا 1 روزآینده به اتمام میرسد.
با شماره‌گیری کد *555*1*4# از میزان مانده بسته خود مطلع شوید.
با خرید بسته، میزان مصرف اینترنت خود را مدیریت کنید.
خرید بسته با *555*5#
یا ایرانسل من
http://irancell.ir/myirancell",Spam
232,ارسال شارژهدیه به دوستانتان با شمارگیری #1*142*,Spam
233,"پرسپولیسی ها، استقلالی ها 
قهرمانی مبارک! 
از تیم مورد علاقه خود حمایت کنید
*3030#
ایرانسل حامی تیم های پرسپولیس و استقلال",Spam
234,"مشترک گرامی 989334581371،
شما 80% از حجم بسته یکماهه 3 گیگ تمام روز را استفاده کرده اید. 
لطفا توجه داشته باشيد درصورتی که بسته شما به صورت تمدید خودکار خریداری شده باشد درتاریخ انقضا يا با رسیدن به حجم 50 مگابایت، مجددا فعال می شود. انصراف ازتمديد خودکار با شماره گیری #9*5*555* و یا ازطریق اپلیکیشن ایرانسل‌من.
http://irancell.ir/myirancell
شمایک بسته دارید! 
*444*2#
درخواست شارژ اضطراری:
*815#",Spam
235,"فقط تا آخر اردیبهشت ماه فرصت شرکت دارید در قرعه کشی یک خودروی 700میلیون تومانی شرکت کنید!
استقلالی ها44 پرسپولیسی ها66 تراکتوری ها 33 را به 3030 بفرستی",Spam
236,يعني ميتونم بيام اما صب نه,Non Spam
237,نمره هارو نميده؟,Non Spam
238,باهام هماهنگ ميکني پس؟,Non Spam
239,پويان صبح چک کن بيدارم بعد راه بيفتا,Non Spam
240,سلاام,Non Spam
241,خوبي؟,Non Spam
242,پويان ميانترم داده کاوي کي هستش؟,Non Spam
243,دانشگاه رفتي امروز؟,Non Spam
244,شرکت نمياي؟,Non Spam
245,جزوه شاکري رو مياري؟,Non Spam
246,مرسيي قربانت منم خوبم,Non Spam
247,صدف فردا کلاس داده کاوي نداريم,Non Spam
248,ظهر گفت احتمالا تشکيل نميشه,Non Spam
249,گفتم بگم تا يادم نرفته فردا الکي واسه يه کلاس نري,Non Spam
250,ببخشيد من دير پيام دادم بيمارستان بودم,Non Spam
251,بگو چيکار کنم اومدم,Non Spam
252,خب پس بزار بهت به خبر خوب بدم,Non Spam
253,من ديروز رفتم که,Non Spam
254,عيد خوش ميگذره؟,Non Spam
255,حالت ميزونه؟,Non Spam
256,اقا بگو ناموسا يک ارديبهشت نباشه,Non Spam
257,قربونت منم خوبم,Non Spam
258,ميتوني يه قيمت بدي؟,Non Spam
259,تمرين 1 فصل 4 اشتباهه براي عطار؟,Non Spam
260,چهار من براي عطار رو دارم,Non Spam
261,ميخواي بفرستم؟,Non Spam
262,مرتب نوشتمش,Non Spam
263,اصول رباتيک رو ميخواي؟,Non Spam
264,وقت نکردم ببينم اصلا چيه,Non Spam
265,کجايي؟,Non Spam
266,من بشينم بنويسم اينارو,Non Spam
267,سري پنج رو ميگما,Non Spam
268,مهلتش تا امروزه,Non Spam
269,آقا تولدت مبارک,Non Spam
270,ايميلشو بگير,Non Spam
271,حله,Non Spam
272,از بنياد خبري نشد ؟ ??,Non Spam
273,کنسل شد ؟,Non Spam
274,آقا ساعت چند ميري شرکت ؟,Non Spam
275,آره,Non Spam
276,آره,Non Spam
277,حله,Non Spam
278,حله,Non Spam
279,ازش استفاده هم نکردي مهم نيست,Non Spam
280,حله,Non Spam
281,حله,Non Spam
282,سلام,Non Spam
283,خوبي ؟,Non Spam
284,آقا منم امروز نميتونم برم شرکت,Non Spam
285,دو روز مريض بودم,Non Spam
286,امروز شرکت ميري ؟,Non Spam
287,هيچي حل شد,Non Spam
288,آقا ساعت چند ميري شرکت ؟,Non Spam
289,آها,Non Spam
290,گرفتم,Non Spam
291,اوکیه,Non Spam
292,فقط اگه میتونی فردا اول همه رو یه نگاه بنداز تا یه بار همو ببینیم کامل هماهنگ کنیم بعد شروع کنیم,Non Spam
293,مرسی,Non Spam
294,امروز رفتی شرکت ؟,Non Spam
295,شنبه میرید ؟,Non Spam
296,حله,Non Spam
297,سلام,Non Spam
298,خوبی ؟,Non Spam
299,مرسی تو خوبی؟,Non Spam
300,آقا وقتت آزاده,Non Spam
301,آره امروز تموم شد,Non Spam
302,هفته ی بعد دیره ؟,Non Spam
303,دوشنبه,Non Spam
304,آها,Non Spam
305,باز خوبه,Non Spam
306,خيلي وقته نخوندم,Non Spam
307,چرا بابا,Non Spam
308,شوخي ميكنم,Non Spam
309,اره,Non Spam
310,جا ميشه,Non Spam
311,اوهوم,Non Spam
312,ميدم,Non Spam
313,فقط برو,Non Spam
314,نميدونم,Non Spam
315,بايد زنگ بزنم,Non Spam
316,چرا,Non Spam
317,رفتم تعيين سطح دادم,Non Spam
318,افتادم ايلتس,Non Spam
319,خيلي قشنگه,Non Spam
320,اره منم,Non Spam
321,عاليههههه,Non Spam
322,جان؟,Non Spam
323,اره ايشالا ك برسم,Non Spam
324,واسه من شد,Non Spam
325,چرا,Non Spam
326,عه ولش كن پس,Non Spam
327,اره,Non Spam
328,فعال شد,Non Spam
329,دستت درد نكنه,Non Spam
330,ببخشيد وقتتم گرفتم,Non Spam
331,افرين,Non Spam
332,ن بابا,Non Spam
333,اره,Non Spam
334,باشه,Non Spam
335,پس بخوابيم,Non Spam
336,اسمش چيه,Non Spam
337,خييليييي,Non Spam
338,دلم ميگيره,Non Spam
339,چي,Non Spam
340,باشه,Non Spam
341,نه,Non Spam
342,فردا ٨ صبح كلاس دارم,Non Spam
343,اخرشه,Non Spam
344,ساعت ده و نيم اينا,Non Spam
345,خوشبحالت ديگه,Non Spam
346,من واقعا حوصله ارائه رو ندارم,Non Spam
347,چرااا,Non Spam
348,واي,Non Spam
349,چرا خوشبحالم,Non Spam
350,معلوم نيس حالا استاد چجوري نمره ميده ها,Non Spam
351,ممكنه,Non Spam
352,تو خوابت نمياد؟؟؟,Non Spam
353,سلاام,Non Spam
354,مرسي خوبم,Non Spam
355,سلامتی,Non Spam
356,تو چه خبر؟,Non Spam
357,هيچي سلامتي,Non Spam
358,اره,Non Spam
359,عه خب چطور؟,Non Spam
360,خوب بود؟ :)),Non Spam
361,ما مونديم اخرا,Non Spam
362,استاد حال نداشت,Non Spam
363,كوتاه توضيح داديم,Non Spam
364,تموم شد رفت,Non Spam
365,ميرم فردا,Non Spam
366,بذار ببینم چی می شه,Non Spam
367,باشه,Non Spam
368,ایمیل زده بودم,Non Spam
369,رفتم امضا گرفتم,Non Spam
370,دیشب,Non Spam
371,من بخوابم درد دارم,Non Spam
372,شبت خوش,Non Spam
373,امروز شرکت می ری؟,Non Spam
374,قربانت,Non Spam
375,پیام داده بودی :\,Non Spam
376,میخوای بری؟,Non Spam
377,امروز تا عصر بیرونم,Non Spam
378,برگشتم خونه درستش می کنم,Non Spam
379,دیده بودم اونایی که گذاشتی رو دیروز,Non Spam
380,امروز شرکت نمی ریم,Non Spam
381,مهلت تحویلش تا کی هست؟,Non Spam
382,ببخشید,Non Spam
383,سلام,Non Spam
384,مرسی دمت گرم,Non Spam
385,چک میکنم امشب,Non Spam
386,ایول,Non Spam
387,آره حتما,Non Spam
388,قبلا کار کردم,Non Spam
389,پیداش کردم,Non Spam
390,چشم,Non Spam
391,اوکی شد,Non Spam
392,آپلود کردم,Non Spam
393,مرسی,Non Spam
394,دمت گرم,Non Spam
395,قربونت,Non Spam
396,بعد یادم بنداز بهت بگم,Non Spam
397,باشه ببینم چه راهی میتونم پیدا کنم,Non Spam
398,کارت بانک رو درست کردی؟,Non Spam
399,آره الان اومدم دانشگاه,Non Spam
400,ما بچه ها همه هستیم,Non Spam
401,الان زنگ میزنم,Non Spam
402,من شام بیرونم,Non Spam
403,داریم میریم خونه سجاد اینا,Non Spam
404,آهان,Non Spam
405,زنگ زدین؟,Non Spam
406,مامان به بابا بگو بخوابه من با انسپ میام,Non Spam
407,دارم میام تو راهم,Non Spam
408,سلام پسرم کجایی؟؟؟,Non Spam
409,من برم بخوابم ؟ خودت ناهار میخوری؟,Non Spam
410,میتونی داری میایی 4 سیخ چنجه بگیری؟,Non Spam
411,سلام پسرم  یه اسنپ برام میگیریی؟,Non Spam
412,پسر کلید خونه بابا جونی رو کجا گذاشتی؟؟؟؟,Non Spam
413,"بانک صادرات واريز:10,000,000+ حساب:85008 مانده:10,089,506 0213-10:55",Non Spam
414,"بانک صادرات خريد اينترنتي:436,000- حساب:85008 مانده:111,306 0206-10:47",Non Spam
415,"بانک صادرات پايانه فروش:550,000- حساب:85008 مانده:9,021,906 0220-20:37",Non Spam
